,dis,force_f_31000011,force_f_31000010,force_f_31000022,force_f_31000023,force_f_31000021,force_f_31000009,force_f_31000008,force_f_31000020,force_f_31000019
3525,-69.91680499999994,212.28482000000002,205.09300130289665,113.74570907063764,182.98284499348932,189.29951055121484,177.56515877604187,184.74443687499993,202.3616799999999,158.75034499999967
3523,-69.91474499999994,212.28482000000002,204.41403001891496,107.14847358862568,182.62411562138288,190.01332529465623,176.7347701533567,184.42810048611108,202.3616799999999,168.4725699999997
29,-69.91278740234371,212.28482000000002,203.73505873493332,100.55123810661374,182.26538624927645,190.72714003809753,175.90438153067151,184.1117640972222,202.3616799999999,178.97324749999964
3520,-69.91165499999994,212.28482000000002,203.17932633778662,97.71220080738172,182.15921618923593,191.30873217013846,175.15686260416692,183.8473720833333,202.3616799999999,184.65098499999968
3518,-69.90959499999994,212.28482000000002,202.664673569585,96.12589623574304,182.13723256655075,191.8462500983792,174.4369669097225,183.60029486111108,202.3616799999999,191.85476499999965
3516,-69.90753499999994,212.28482000000002,202.15002080138345,94.53959166410436,182.11524894386557,192.38376802662003,173.71707121527808,183.35321763888888,202.3616799999999,196.7426749999996
3514,-69.90547499999994,212.28482000000002,201.63536803318186,92.95328709246567,182.09326532118038,192.9212859548608,172.99717552083365,183.10614041666668,202.3616799999999,199.0436349999996
3513,-69.90403248046871,212.28482000000002,201.18452232651038,91.53922060949674,182.12477043652328,193.50530133203094,172.3148313437503,182.85237324999997,202.3616799999999,199.2124699999996
3511,-69.90238499999994,212.28482000000002,200.92509780442924,90.64186839253708,182.31674176595033,194.22880905598925,171.74514171875026,182.57853625,202.3616799999999,198.25575999999964
3509,-69.90032499999994,212.28482000000002,200.6656732823481,89.74451617557744,182.50871309537735,194.95231677994752,171.1754520937503,182.30469924999997,202.3616799999999,196.6576099999997
3507,-69.89826499999994,212.28482000000002,200.40624876026698,88.8471639586178,182.70068442480442,195.67582450390586,170.6057624687503,182.03086224999998,202.3616799999999,196.1585449999997
3505,-69.89620499999994,212.28482000000002,200.14682423818587,87.94981174165815,182.89265575423147,196.39933222786414,170.03607284375033,181.75702524999997,202.3616799999999,196.3079099999997
3504,-69.89508332031247,212.28482000000002,199.9087910401272,87.1484217127987,183.07495160305416,197.13710398437456,169.37425845920168,181.52479726562493,202.3616799999999,195.79833749999972
3502,-69.89311499999994,212.28482000000002,199.7349318141359,86.63491824823979,183.2282210100637,197.91766783854123,168.43606979600725,181.41739632812494,202.3616799999999,194.15006499999976
3500,-69.89105499999994,212.28482000000002,199.5610725881446,86.12141478368086,183.38149041707322,198.6982316927079,167.49788113281278,181.30999539062492,202.3616799999999,186.9354749999997
3498,-69.88899499999994,212.28482000000002,199.38721336215332,85.60791131912194,183.5347598240828,199.4787955468746,166.55969246961834,181.20259445312493,202.3616799999999,170.95955999999973
3497,-69.88759521484371,212.28482000000002,199.21668734912984,85.17628559228478,183.6986606598304,200.19663483593712,165.71857941666696,181.1623453125,202.3616799999999,156.80978999999968
3495,-69.88590499999994,212.28482000000002,199.05616097500996,84.99029307861291,183.89445578179223,200.72630042968714,165.1686931944447,181.32355156250003,202.3616799999999,131.6233349999997
3493,-69.88384499999994,212.28482000000002,198.89563460089002,84.80430056494103,184.09025090375405,201.2559660234371,164.6188069722225,181.48475781250005,202.3616799999999,106.3676549999997
3491,-69.88178499999994,212.28482000000002,198.73510822677008,84.61830805126917,184.28604602571588,201.7856316171871,164.0689207500003,181.64596406250004,202.3616799999999,91.82634749999971
3489,-69.87972499999994,212.28482000000002,198.5745818526502,84.4323155375973,184.4818411476777,202.3152972109371,163.51903452777808,181.80717031250003,202.3616799999999,84.35319499999969
3488,-69.87867779296869,212.28482000000002,198.39450205438646,84.20292357035282,184.6704628877764,202.67880146972618,162.94014713541696,181.93703742187506,202.3616799999999,82.58570949999968
3486,-69.87663499999994,212.28482000000002,198.1557619836912,83.8433332423906,184.83756448228596,202.54382172363245,162.27425623263915,181.97288710937508,202.3616799999999,81.52397749999969
3484,-69.87457499999994,212.28482000000002,197.91702191299598,83.48374291442835,185.0046660767955,202.4088419775387,161.60836532986136,182.0087367968751,202.3616799999999,80.58452499999967
3482,-69.87251499999994,212.28482000000002,197.67828184230072,83.12415258646611,185.17176767130508,202.27386223144495,160.94247442708354,182.0445864843751,202.3616799999999,80.62156799999968
3481,-69.8679405273437,212.28482000000002,197.04707214780433,82.6354806314558,185.1758036328122,201.7092735091142,159.90666852430576,182.1195884375001,202.3616799999999,80.69924624999967
3480,-69.86050019531248,212.28482000000002,194.83136947871435,81.81064759380388,184.6220142626949,199.23050885416626,157.76882197048633,182.40347968750015,202.3616799999999,80.49878624999968
3479,-69.85277636718749,212.28482000000002,191.23314901231538,81.19529458295318,184.13674819173133,193.4339738671871,155.8177613020835,183.06624218750017,202.3616799999999,80.37482449999969
3478,-69.845251953125,212.28482000000002,187.34435130635552,80.7472184012176,184.67264693142312,182.55948957031202,154.2798555859377,184.11377281250014,202.3616799999999,80.37162649999968
3477,-69.83769667968753,212.28482000000002,184.5388072934295,80.41049922223084,185.83048075810137,170.11307903645786,152.8008065104169,185.3526345833335,202.3616799999999,80.79821749999968
39,-69.82996341145837,212.28482000000002,183.24405134670636,80.42053263437634,187.07266866898098,159.7259039322912,152.19909942708355,186.52606791666682,202.3616799999999,81.74333999999968
40,-69.8225938151042,212.28482000000002,182.98506169108018,80.50866070156476,189.78377788628413,146.05168123046823,151.5222968750002,188.6084378125002,202.3616799999999,81.77053749999968
41,-69.81530657552086,212.28482000000002,183.94924899414008,80.61468353780066,193.81854931315036,134.99215396484323,150.9131773828127,191.23498750000022,202.3616799999999,81.19986999999969
42,-69.80916106770836,212.28491527481083,184.84734388214065,80.87816884450231,197.21955444580004,127.99459315429641,150.40923804687523,194.25845625000022,202.3616799999999,79.57524249999969
43,-69.8028580729167,212.28769363830577,185.20721164469353,81.14070625678119,199.91522384765557,122.76972726562457,149.95800914062528,198.08457968750025,202.3616799999999,77.56523333333301
3471,-69.79652519531254,212.52692858276373,184.96540428466733,80.95986953499295,204.96323571288997,117.0847757421871,149.3188362500003,204.06658437500022,202.3616799999999,76.27024666666634
3470,-69.79036803385422,213.15475164916995,184.63276038004494,80.39300034358669,208.03722848307228,114.0986432630204,148.9827488802086,207.67143968750023,202.3616799999999,74.34586499999966
3469,-69.78423359375007,213.9155841569012,184.4670094932042,79.71609322167912,208.42423012044216,112.05959524479127,148.72116979166697,210.8675659375002,202.3616799999999,73.52542249999966
3468,-69.77797949218758,214.4836623563641,184.97507767842566,78.99416888264915,206.07546260742123,112.73673524218708,148.49064195312533,212.21968625000017,202.3616799999999,73.35911449999968
49,-69.7723286458335,214.2246459930421,186.9196463977046,78.56441889062438,199.89988033203053,116.71828023958285,148.1994328125004,208.24407625000015,202.3616799999999,73.04277049999968
50,-69.76627122395841,211.91104432912195,189.38803673746696,78.71192014274027,189.91852308593667,121.80513611588492,147.9203415937504,197.5607043750001,202.3616799999999,72.50918374999966
51,-69.76003118489594,208.6276692028809,191.83881496032672,78.99712827888936,177.490537138671,126.22184650650988,147.68012687500047,185.09775250000013,202.3616799999999,71.55666999999968
52,-69.75390748697924,205.3961044637045,194.78178840250615,79.07586175594017,160.3069564843742,133.117647148437,147.43046843750048,171.68069468750008,202.3616799999999,70.5680474999997
53,-69.74771412760423,203.3650145493572,197.60781631768083,78.89856487752223,145.47416596679602,141.4329329036454,147.25447668750053,157.7308981250001,202.3616799999999,69.53451833333303
3463,-69.74143502604174,202.53617118733735,201.2448366701928,78.54651131534774,127.78387267578039,153.3471517708329,147.25770168750054,137.8754006250001,202.3616799999999,68.97991166666634
3462,-69.73521445312505,202.6737397001819,202.94787155739084,78.27602012852591,118.49661940755118,161.2369541536454,147.4001344635422,128.40383093750012,202.3616799999999,68.05550749999969
3461,-69.72855091145837,202.11608107628732,203.42386637302528,77.9941773045886,115.34439704459545,165.84476716471312,147.56771303645883,121.7498572500001,202.3616799999999,66.98848449999971
58,-69.7228945963543,199.64601171515585,202.45242056692615,77.54359123908091,117.10350601301992,168.27308462239537,147.7893987760422,117.75601937500014,202.3616799999999,66.02081799999971
59,-69.71632597656254,196.0102971582033,200.29708566024777,77.0123304126886,123.19874778515536,169.16024655273392,148.04167324218804,122.67894275000016,202.3616799999999,65.06444999999971
60,-69.70958118489588,193.3423743478395,195.77119360290516,76.59603031921324,132.98531632812416,169.38973238281207,148.33172830729217,130.23837562500015,202.3616799999999,64.06621399999972
3458,-69.70272467447921,192.48422405019147,185.0526945973882,76.05309168720437,150.49288089111246,170.24159703450485,148.97748500000046,144.65957250000008,202.3616799999999,63.15810999999971
3457,-69.69609602864588,193.5491226196292,175.5095028721108,75.89759677734313,161.06636997070228,170.15060724609341,149.63873110677122,156.10600531250006,202.3616799999999,61.61503049999972
64,-69.68936302083345,194.55718334554072,157.91180606252004,75.71984769832972,170.23427979003824,168.80840676432254,150.8227981163198,169.62505000000004,202.3616799999999,60.034940999999705
65,-69.68213320312505,192.39223601603226,139.19355494160936,75.1783120334195,174.49656306640543,165.9430055794267,152.7078640972226,175.57445437500002,202.3616799999999,58.58101599999972
66,-69.67466601562504,190.99105939687124,127.26513539682992,74.33843272272927,175.875730576171,161.7716938346351,154.69882913194482,177.42235,202.3616799999999,57.37534849999973
67,-69.66719882812504,193.76076394592315,120.41220743318651,73.59778531261563,176.2037391113273,153.2000941796872,157.86958468750043,177.76868593750012,202.3616799999999,56.61868574999972
68,-69.65958554687502,199.0156709893801,122.81175782554078,72.9270782594511,175.2750559130851,139.10487647135386,161.78130292968797,177.8286071875002,202.3616799999999,56.863852249999724
69,-69.65197161458335,202.6786975283814,133.61970646457877,72.43801170260119,172.69125963216067,123.61413156249968,165.294322460938,176.5972646875002,202.3616799999999,57.08785799999973
70,-69.64426640625007,197.49558436676026,148.48317306168565,72.0188762819934,168.7750502685539,110.19592634114555,168.78897257812548,173.8408831250003,202.3616799999999,56.69436249999974
71,-69.63650000000004,177.0338776535033,161.73619820271756,71.4763413264851,165.03962334798106,100.6199195442706,171.7522695312505,169.2352443750003,202.3616799999999,56.22423499999973
3449,-69.62884440104172,138.15997431909173,170.90198699249203,70.38910116596257,147.4976933134759,90.56647802083313,175.6202913020838,152.68060156250033,202.3616799999999,56.09365499999974
3448,-69.62108789062503,132.40039713720708,171.2011520219923,70.03205099405271,126.43676407063742,86.8190147395831,176.8914201562505,131.50146921875026,202.3616799999999,55.81095549999974
3447,-69.61345247395839,146.26621562011735,169.08627119608488,69.80570749699986,103.22211725455668,84.19664706380186,177.70910786458384,110.47099203125026,202.3616799999999,55.026463499999736
3446,-69.60558906250003,167.11439469482443,162.73599334981208,69.48603503841076,91.27726590038998,83.09606277994772,178.05227359375064,95.60468500000025,202.3616799999999,53.82559949999973
3445,-69.5980975260417,175.19337854705833,147.42908329498212,69.05673725139437,86.48950275390558,82.96206943619771,178.75565286458396,87.70607375000021,202.3616799999999,52.98962649999973
3444,-69.59014492187504,172.3849445296023,118.90807583384108,68.55055861358863,83.74040206835869,82.59010038997374,180.18891242187559,84.79269265625021,202.3616799999999,52.211588499999735
3443,-69.58277148437507,153.83788098242212,95.8620181112458,68.0102755419857,82.31670056835867,82.01952943164042,181.50778023437564,83.31689753125019,202.3616799999999,51.30603149999973
3442,-69.57506145833341,117.87483595688909,84.49231155558172,67.30105252146626,81.76850841373627,81.6743196080727,182.81211968750065,82.79016100000021,202.3616799999999,50.16790399999972
3441,-69.56612324218757,93.50945165566031,83.05407408986318,66.37539739013602,80.92629309016857,81.23640291406223,184.96998648437568,82.6388690000002,202.3616799999999,49.249866999999725
3440,-69.55554648437509,86.28575794963272,82.30801722121763,65.38267109629919,79.8966915935323,80.02190059895807,186.72617484375073,82.60999416666685,202.3616799999999,48.28985674999973
82,-69.54493535156259,83.64038693436035,81.41712620342244,64.70475183892073,79.2967381343309,79.0805910572914,187.20255546875075,82.25805283333352,202.3616799999999,46.81520424999974
83,-69.53419589843757,81.57316505371124,80.28535997881986,63.692858965616146,79.28378827246024,78.54495623046847,188.61222625000067,81.7204645312502,202.3616799999999,45.70648849999974
84,-69.52349472656257,80.28841496701082,79.73594279965117,62.55999353206306,78.85593370214777,78.81085870117161,189.95792460937568,81.59380796875018,202.3616799999999,44.696358749999746
3435,-69.51382499999997,79.84768950976597,79.66720747607329,61.82555898437424,78.4998476152337,79.060381816406,190.62626718750067,81.40151700000018,202.3616799999999,43.25851649999974
3434,-69.50395957031259,79.5990409350386,79.71592541482451,61.1142746481926,78.22488778124932,79.12915553710911,191.10396617187564,81.06295312500018,202.3616799999999,41.786027249999734
3433,-69.49320332031257,79.38005413232457,79.85724774208484,60.24267450249489,77.86405364192639,78.98538366536432,191.49076614583396,80.61097041666683,202.3616799999999,40.936447249999745
87,-69.4824484375001,79.46367917561884,79.99870865964667,59.886715703883795,77.34133833463477,79.11526910807267,191.66366322916724,80.46547008333349,202.3616799999999,39.64010399999974
88,-69.47242421875009,79.8652686645918,79.68732596432396,59.56899475972416,76.8583012724603,78.76076276367165,191.3465136718755,79.81406593750017,202.3616799999999,38.57104874999974
89,-69.4619232421876,79.95397255450474,79.35033890304466,58.8942034075513,75.88000580468685,77.96195043945292,190.7988426562504,78.57676337500017,202.3616799999999,37.46187074999975
90,-69.45158945312508,79.57959677731361,78.65720239898582,57.441841722614775,74.45027961718682,76.95531132812484,190.3069382812504,77.79979368750016,202.3616799999999,36.77013724999974
3427,-69.44222499999998,79.39439160382118,77.6228070560903,56.17258058854088,73.67128561523367,76.03133656249985,189.84890796875047,77.15193650000016,202.3616799999999,35.927421499999745
3426,-69.43178164062509,79.28921241942379,76.51269858958841,54.87755495707115,73.09796120214773,75.1208216601561,189.2515729687505,76.48339375000018,202.3616799999999,35.17409824999974
3425,-69.42140664062508,79.08652971344029,75.44736176601053,53.231110515054546,72.46958681315039,74.23740628906233,188.65659453125048,75.81254680555574,202.3616799999999,35.02402449999974
93,-69.41033886718759,78.76206943650344,74.57191207826637,51.965889983479,72.05916864387956,73.67568988281232,189.34589265625044,75.10887402777794,202.3616799999999,35.17574849999974
94,-69.39949941406259,78.27001287453243,73.02921911769509,50.11529999438391,71.10297159667905,72.4684001953123,189.66145898437546,74.1047972708335,202.3616799999999,35.237594499999744
95,-69.3887548828126,77.79616831152383,71.0774713617543,48.303149254637816,69.87903873046814,71.75650673828106,190.52710281250046,73.06167935416683,202.3616799999999,35.28930249999974
3420,-69.37807499999997,77.08597057170991,69.42994970454808,47.07985186425695,69.19505630208272,71.68727541666648,191.8273503125005,72.25251137500015,202.3616799999999,35.46336749999974
3419,-69.36743027343759,76.10848036480749,67.7655053638295,45.93758993847571,68.6989621582025,71.59427251953107,193.36310640625055,71.45775790625015,202.3616799999999,36.16333399999974
3418,-69.3560416015626,74.59965834081049,65.72388881284485,44.63491596773189,68.0575658904616,70.97527445312484,195.5388012500005,70.55417728125016,202.3616799999999,37.01028949999975
3417,-69.34463769531257,72.99579529461363,63.87036622504242,43.63515784034473,66.90432779823074,70.24926921874986,197.98715671875044,69.88591781250015,202.3616799999999,37.16049224999975
3416,-69.33347851562507,71.24355831466139,62.39340302999894,42.61741698896758,65.61973916138541,69.28690043663181,199.6831325000004,69.35041554166682,202.3616799999999,36.82359699999975
100,-69.32199628906258,70.15806688634831,61.43422803758537,41.72146634501502,64.75651448054052,67.2587253081596,200.53258000000045,68.75619270833349,202.3616799999999,35.97784649999976
101,-69.31044082031258,68.06175654210773,59.189157079266714,40.00645709825214,62.700921700628754,64.86150022135402,201.26429507812557,67.65546409375015,202.3616799999999,35.36735924999975
102,-69.29944863281257,65.313133282593,56.30189321282857,39.07433928190016,60.79659243684836,63.29928657942694,202.3401765625006,66.07132406250017,202.3616799999999,35.059979499999756
3411,-69.28852499999996,62.822172574137596,54.19794816705218,38.955718236490014,60.12484199837178,62.51506297786443,202.8992510937506,64.70222293750017,202.3616799999999,35.04165449999975
3410,-69.27747792968759,60.19717269348166,52.29203786410416,38.82062801342687,59.82793222216735,61.78910209179671,202.96371148437566,63.402630125000165,202.3616799999999,35.51653549999976
3409,-69.26567460937511,57.0631907065771,50.2598955635433,38.21072486222245,59.444719695962895,60.81301297395816,201.4742600781256,61.97743838541683,202.3616799999999,35.75198749999976
3408,-69.2538330078126,55.031638511560736,48.84721613953433,37.810465323458345,58.66166100672678,59.98839309027759,198.21316484375058,60.70088963194462,202.3616799999999,35.89157299999975
106,-69.24172363281261,54.004074209603985,48.0853992356534,37.71404713422223,58.129435679469836,59.31460224305535,196.0692567187506,59.99830599305571,202.3616799999999,35.97974249999976
107,-69.23013925781262,52.734452497436735,46.84895438378798,37.68145208349523,57.41735292578062,58.04783713281227,192.65964906250065,59.07552548958347,202.3616799999999,36.066936749999755
3404,-69.21887499999997,51.50723842336717,45.618515329548075,37.637598685057725,56.76249456749068,57.182639257812276,191.10809531250072,58.08869981250014,202.3616799999999,36.34783749999976
3403,-69.20795625000012,50.210994446045106,44.37878555619195,37.51991369433506,55.97522516861913,56.48749798046854,190.21146656250073,56.83387606250017,202.3616799999999,36.501496999999766
3402,-69.19609824218765,48.715072941141926,43.037593742281345,37.20893892106031,54.61930484331529,55.57894302604144,189.38833539062577,54.81364706250018,202.3616799999999,36.41023724999977
3401,-69.1838214843751,47.616326695895864,41.95513292198693,36.96013201177211,53.14871585662547,54.366395089409494,189.48219541666742,53.05546422916685,202.3616799999999,35.95704074999978
111,-69.17130273437513,46.53455561652302,40.83323800881058,36.93677829063495,51.822289290074536,53.361091530381714,188.8289420833342,51.65193514583349,202.3616799999999,35.57382874999978
112,-69.15927871093763,45.05324989239512,39.18545888561903,37.49051259326081,49.87330039648366,51.904032386718555,185.0760828125009,49.480284531250135,202.3616799999999,36.57410374999978
113,-69.14664296875014,43.745508674052026,37.760010956257055,38.43845977823802,46.860168251626895,50.131268376301904,182.44086875000096,47.10931468750014,202.3616799999999,37.39933374999978
3396,-69.134875,42.94548337105316,37.09004906861598,39.0815509571931,44.36457854752534,48.47854704427064,181.31362671875087,45.73850250000014,202.3616799999999,37.037815999999786
3395,-69.12393320312516,42.25194314898691,36.640122489704304,39.608983239989335,42.21566709440034,46.651253515624816,180.65857812500087,44.33638800000013,202.3616799999999,36.4700234999998
3394,-69.11198515625017,41.5199346892701,36.23145526724132,40.080827959715904,40.426770553221964,44.34979152148421,181.48405382812592,41.964407312500114,202.3616799999999,35.9570834999998
3393,-69.10025664062518,40.990764692627025,35.87233709774667,40.159619295775464,38.9227468334954,42.81528418945298,184.4985553125009,39.98270906250011,202.3616799999999,35.46050024999979
3392,-69.08799492187516,40.64708942556771,35.67030875506478,39.77034371118073,37.090848179198524,41.649557526692575,185.9285544791676,38.48813958333344,202.3616799999999,34.80581674999979
118,-69.07569453125015,40.3180634354554,35.60424078509408,39.33409017114168,35.03418180224541,40.75260963346341,185.98792239583423,37.785279916666774,202.3616799999999,33.30756199999979
119,-69.06402851562515,39.85897231474311,35.550983549467844,38.94420447143466,32.777305480712215,39.89770568457017,185.1588135156258,36.88225343750011,202.3616799999999,32.42732574999978
120,-69.05158710937515,39.90309145224005,35.76480289828376,38.877034888426856,31.1442114487298,39.17377631445297,185.53280601562582,35.59563493750011,202.3616799999999,32.264339749999785
121,-69.03946074218766,40.57168224435429,36.287179588286214,38.952749086669044,29.913402995604795,38.21929668945297,186.94371953125085,33.989317125000106,202.3616799999999,31.715657249999794
122,-69.02770742187515,41.16172985070805,36.60203576493214,38.608875472655384,28.924907423176407,37.29684507812484,190.73177882812587,32.54464012500011,202.3616799999999,30.299945499999794
3385,-69.01662499999998,41.48978703375249,36.68668245169972,37.84653248095616,28.357272700520156,37.43280480859359,193.67451796875088,31.8803578125001,202.3616799999999,29.09369949999979
3384,-69.00459589843766,41.757550474548395,36.70688487260324,36.83759739276034,27.911776482177057,37.97606164257796,196.67118015625087,31.383108937500097,202.3616799999999,29.24289774999979
3383,-68.99255390625018,42.08307164625454,36.643465823203414,35.38666788064282,27.379142696141876,38.59616828906235,200.9949621875009,30.74783290625009,202.3616799999999,29.558778999999795
3382,-68.98124121093764,42.60776980236619,36.50065523414599,34.117306033625404,26.65388463544849,38.85714971874985,202.93585296875094,30.330533578125085,202.3616799999999,29.842287749999794
3381,-68.96908789062516,43.31575083610233,36.382825277513504,33.118869202245186,26.352420323143807,39.18969376249986,198.99043218750091,30.01053506250009,202.3616799999999,29.7064802499998
3380,-68.95690917968767,44.16152075425416,36.40294781813851,32.138692471874094,26.503434219335222,39.42401672578111,185.97651710937598,29.743346109375096,202.3616799999999,29.367931249999792
3379,-68.94468789062518,44.984883483734144,36.5909756707508,31.990731435936596,26.66470047753836,39.273442005468596,166.15290195312602,29.565491406250096,202.3616799999999,29.275218499999788
